Rank,Player,Pos,Bats,Throws,Age,Durability,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Health,Speed,Patience,Temper,Makeup,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
144,"Stanley, Bill",P,L,L,18,20,100,40,62,41,33,78,69,57,53,48,46,55,18,5,18,14,0,55,21,80,26,66,119.08016666666674,0.38873000000000013,0.4808505,1.7794416666666673,1.2565000000000004,5.7297966350829155,-0.3180762081837453,0.20600478038579872,0.8695805000000001
255,"Sterns, T.J.",P,R,R,19,29,97,54,22,27,88,46,60,70,32,52,29,50,9,24,100,14,36,68,9,83,53,86,121.2205000000001,0.376967,0.5460835,1.7836249999999996,1.8287083333333334,5.421441603860671,0.18713955739406252,-2.1402828635869096,0.9230505
278,"Stewart, Lay",P,R,R,22,34,63,52,19,37,62,54,74,55,64,15,13,49,4,28,41,20,0,100,30,79,26,78,99.94883333333343,0.3790800000000001,0.4773003333333334,1.8527066666666672,1.7998666666666665,5.111912447429467,0.14497229359893024,-2.3213256385818983,0.8563803333333335
40,"Stovall, Albert",P,S,R,22,97,38,70,48,68,69,74,75,54,0,0,0,69,39,35,61,72,11,95,38,46,55,83,82.49550000000004,0.34107000000000004,0.440465,1.4643133333333327,2.188033333333334,5.017708545312094,-0.3106832459121326,-0.13378417440855941,0.7815350000000001
405,"Stowers, Roger",P,S,L,20,40,29,51,24,15,91,34,62,32,54,0,0,38,62,51,70,39,0,77,36,54,49,70,67.56033333333332,0.38689333333333326,0.6026300000000004,1.8691699999999996,1.8668166666666661,5.765482822782335,-0.38121436520253754,-1.176238104147919,0.9895233333333338
147,"Suzuki, Kyeong",P,S,R,18,21,60,68,46,28,43,68,83,63,54,0,0,55,48,37,29,69,26,87,6,82,31,68,96.47533333333338,0.3617823809523811,0.5006999999999998,1.6790950000000004,2.018766666666667,5.1205420305736,0.14342304987106644,-0.6229070647911649,0.862482380952381
254,"Suzuki, Souta",P,R,R,18,40,50,7,23,51,82,86,80,73,31,0,0,48,3,29,30,22,0,84,32,21,46,63,74.33153333333331,0.4191700000000003,0.46361666666666673,1.9709750000000008,0.8580000000000002,5.989504740737211,-0.3495740103291674,-1.0611794036474596,0.882786666666667
296,"Swarzak, Scott",P,L,L,22,35,79,43,37,32,75,33,68,57,56,45,44,48,0,25,55,25,4,52,59,46,32,43,106.1953333333334,0.392623666666667,0.5089143333333332,1.8951783333333345,1.6257999999999995,5.94940526911829,-0.2505983845800028,-0.8243651118768597,0.9015380000000002
193,"Swift, Mark",P,R,R,21,28,81,57,22,28,81,66,63,74,48,57,12,54,19,23,77,36,37,95,25,42,36,100,128.08183333333346,0.3790826666666668,0.5343380000000003,1.8366783333333323,1.756766666666667,5.140312887053494,0.22959818334856918,-2.543148983516966,0.9134206666666671
15,"Swindell, Paul",P,L,L,18,59,40,64,97,65,50,61,89,73,56,0,0,74,35,44,30,31,40,86,39,48,27,61,100.67378333333342,0.33546599999999993,0.43061999999999984,1.4171500000000001,1.7715666666666667,4.466091849401133,0.03363555549059139,0.46312257381917954,0.7660859999999998
242,"Thomas, Dariel",P,R,R,22,82,39,49,34,39,77,85,64,49,0,0,0,51,0,43,58,18,18,42,17,50,24,82,90.84309999999998,0.38000666666666677,0.5325709999999997,1.8470166666666665,2.183399999999999,5.109877956308256,-0.4434328779312476,-0.9210406073521388,0.9125776666666665
368,"Trajano, Rusney",P,L,L,22,69,19,47,30,21,98,77,67,63,0,0,0,43,32,20,46,33,15,100,35,86,34,87,55.84516666666667,0.39670666666666654,0.5476566666666666,1.953541666666666,1.8564250000000002,5.452574540458662,-0.38008227481305384,-0.8403941137990755,0.9443633333333331
422,"Turner, Darwin",P,S,R,19,60,23,29,24,27,53,15,69,36,41,0,0,33,12,16,22,26,0,100,7,32,28,43,71.74233333333332,0.4201960000000001,0.60232,2.018675,0.7578,6.572227297340178,-0.43035089648395464,-1.0597181020055957,1.022516
338,"Urbanus, Russell",P,L,L,18,41,11,85,49,38,75,63,67,48,35,30,47,43,0,41,63,78,26,41,2,82,52,90,56.65766666666664,0.360136,0.48055000000000014,1.59596,3.1090999999999998,4.978877523674156,-0.1507088417050401,-0.4877694185534239,0.8406860000000002
317,"Urbina, Ernesto",P,L,L,19,26,77,51,31,25,44,50,70,64,28,21,8,47,38,64,21,27,7,83,24,77,53,60,107.7105000000001,0.38305499999999987,0.53501,1.8815833333333325,1.8384000000000003,5.722571095963492,0.06535262041883717,-1.1252558007920306,0.9180649999999999
125,"Valdes, Ender",P,R,R,22,26,68,66,27,42,69,75,69,85,64,29,40,59,10,41,53,45,46,94,54,42,12,69,114.89498809523816,0.36811166666666656,0.4541392857142859,1.7063700000000004,1.991366666666667,4.674581270519374,0.6798408001765054,-1.0736457015936909,0.8222509523809525
177,"Vick, Dante",P,L,L,18,20,91,41,42,45,42,57,66,68,55,38,0,53,27,28,51,8,0,59,47,76,41,100,111.47433333333339,0.39334233333333307,0.4900933333333334,1.7854083333333337,1.2472000000000003,5.693471878761792,-0.2758552358796007,-0.9615036484895231,0.8834356666666665
328,"Villafuerte, Jenrry",P,R,R,22,42,26,59,46,39,82,71,62,48,39,0,0,46,22,22,62,39,0,59,37,81,29,74,63.85166666666665,0.3694200000000002,0.5025233333333332,1.711298333333333,1.8953428571428563,5.283300503663461,-0.47623185942542584,-0.5168393861399342,0.8719433333333334
210,"Vogelsong, Iago",P,S,R,20,83,36,35,41,51,86,32,73,67,48,0,0,53,58,28,78,36,18,79,28,20,39,71,84.77859999999998,0.4126566666666667,0.5119631666666666,1.8876499999999996,1.2374083333333334,6.263637192892922,-0.4709812243678168,-1.6127576219535766,0.9246198333333333
196,"Waddell, Aubrey",P,R,R,20,70,30,78,33,34,51,77,82,75,0,0,0,54,54,51,16,54,19,64,26,48,42,63,65.69800000000001,0.33945333333333333,0.44792833333333354,1.555976666666667,2.2171499999999993,4.493155890194522,-0.13601647654208593,-0.1261921383310186,0.7873816666666669
257,"Walcutt, Billy",P,L,L,22,25,87,90,18,17,24,65,60,58,47,18,18,50,7,24,35,63,10,76,27,51,37,92,140.4562500000001,0.36536,0.5442983333333339,1.6155999999999995,2.7941599999999998,4.895407544827244,0.37711284006106865,-0.04644662338059589,0.9096583333333339
395,"Ward, Reese",P,S,R,18,51,16,55,13,33,66,69,81,34,46,0,0,37,20,12,21,26,5,81,36,66,28,33,59.022999999999975,0.385700142857143,0.541705,1.8562000000000003,2.0926880952380937,5.281891613874304,-0.07097990961906418,-1.0834810374737762,0.927405142857143
172,"Washington, John",P,R,R,22,12,82,74,37,52,84,38,60,49,35,0,0,55,24,20,48,55,0,100,13,39,45,82,86.10750000000002,0.36248369047619067,0.5139383333333334,1.6228516666666666,2.2052285714285715,5.5262679805419035,0.27663807264440804,-0.22347644938488365,0.876422023809524
18,"Washington, Max",P,R,R,18,12,79,88,79,81,51,71,82,72,44,36,0,73,27,32,25,29,0,86,36,11,12,54,134.23833333333343,0.29704833333333336,0.35625999999999997,1.2050819047619041,2.6768583333333336,3.760675063240251,1.4946625494879564,3.462937567342432,0.6533083333333334
77,"Watkins, Andrew",P,L,L,18,3,80,63,83,56,100,80,93,75,46,0,0,62,51,44,100,40,18,88,15,64,0,100,90.32887499999997,0.3421374999999998,0.41785666666666665,1.5001000000000007,2.476833333333333,4.840273976900602,0.513123205106155,0.47391417720044854,0.7599941666666665
95,"Webb, Roy",P,L,L,22,45,26,51,67,65,99,88,95,78,40,0,0,62,13,58,57,38,14,89,51,97,34,71,61.65080000000001,0.3545819999999999,0.4038316666666667,1.5854700000000006,1.6915666666666664,4.4060163278550855,0.15671018871555392,0.4184286869601363,0.7584136666666665
175,"Williams, Boone",P,R,R,19,22,74,59,44,46,62,57,75,79,36,25,19,55,72,38,3,28,0,57,38,95,52,52,116.78666666666678,0.3606002619047618,0.467902380952381,1.5897104761904755,1.8780833333333324,4.905874677856317,0.4247781536278284,0.234354095066861,0.8285026428571428
385,"Williams, Junior",P,S,R,18,13,57,34,38,17,56,66,57,61,44,42,0,39,12,26,13,36,20,61,31,44,32,89,95.79800000000003,0.41965000000000047,0.545490666666667,2.008149999999999,0.9822999999999996,6.380462642537762,-0.39797547248282245,-1.6658439333763466,0.9651406666666675
396,"Wise, Clark",P,L,L,19,54,23,65,21,17,45,9,88,70,24,0,0,39,13,63,24,30,28,92,50,76,56,78,64.34099999999998,0.38317500000000015,0.4954850000000002,1.8265416666666667,1.953266666666666,5.702670496817708,-0.39270150784047914,-0.47684875011312916,0.8786600000000003
34,"Wise, Ketel",P,L,L,18,32,60,73,53,65,61,78,100,49,69,33,0,68,50,49,1,36,13,75,27,71,32,74,111.86800000000007,0.3359900000000001,0.43753333333333333,1.4405833333333344,2.4097999999999993,4.8743784591873585,0.7673377415083187,1.0684702280052591,0.7735233333333335
365,"Yearwood, Wally",P,S,R,19,71,28,71,25,30,28,22,59,56,37,0,0,43,0,38,33,0,22,87,45,85,28,69,73.72213333333332,0.3890450000000002,0.5508400000000001,1.8200333333333338,2.1335999999999986,6.118013381021144,-0.9184965446851058,-1.7580211905593668,0.9398850000000003
423,"Young, Harold",P,L,L,18,60,19,14,26,29,27,33,60,54,40,0,0,31,41,32,41,11,8,65,59,72,49,95,65.96200000000002,0.41860000000000014,0.5412000000000003,2.0602833333333344,0.7219999999999998,6.753401403633023,-0.9896939185783898,-1.4020742954351533,0.9598000000000004
48,"Zumaya, Jhonny",P,R,R,21,48,34,73,67,77,91,79,83,64,32,0,0,68,43,41,68,33,0,62,14,18,61,72,80.63715,0.315438,0.38993583333333315,1.3001166666666668,2.430000000000001,4.261462781589962,0.20168918433523178,0.7622532073488802,0.7053738333333331
