Player,Lvl,Frn,Pos,%,Age,Durability,Health,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,$,team,teamid,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
Jeimer Wilfredo,ML,HEL,P,100,24,21,71,76,93,72,67,94,98,85,63,47,80,41,$360K  360000,Helena Beat,6867,159.26569536635978,0.3127924336933344,0.39697967475437723,1.2853438033123923,2.9351724174157328,3.7396141473268987,1.5522618559228778,2.1221342600902355,0.7097721084477117
Jesus Mendoza,AA,HEL,P,100,24,57,62,30,35,38,41,45,75,73,51,39,0,0,$38K  37500,Helena Beat,6867,25.375521591282908,0.403026380496489,0.5282213822625865,1.866884892103434,0.8838067583507073,6.072060534268723,-1.6679817869367963,-3.236631087594666,0.9312477627590755
Jimmie Pascual,ML,HEL,P,100,29,25,98,86,76,80,87,36,32,78,86,43,41,0,$6.3M  6250000,Helena Beat,6867,199.55359680836315,0.30301971249669046,0.3767576841615494,1.2330366376213744,2.1521408064358147,4.142861076904435,1.4933712893464484,3.6909148325793573,0.6797773966582399
Joe Kiermaier,RL,HEL,P,100,29,47,95,47,78,68,61,54,60,82,67,65,0,0,$62K  62000,Helena Beat,6867,82.10350610641869,0.3326045817669402,0.4303799504652069,1.4205012716283911,2.2032759420870303,4.473196164800219,0.16942397034106038,0.41819661672626374,0.7629845322321471
Joely Martin,LoA,HEL,P,100,24,49,97,26,52,54,46,93,77,82,84,0,0,0,$27K  26250,Helena Beat,6867,42.53726788889029,0.37103781365553445,0.466696660271424,1.6603619906849696,1.6336740991196759,5.061620239602462,-0.26984981809454156,-1.2642108826792815,0.8377344739269584
John Suzuki,LoA,HEL,P,100,23,25,75,86,46,31,23,71,44,63,56,36,42,26,$27K  26250,Helena Beat,6867,87.64290445658686,0.4166239621780308,0.5852979415632364,1.9522947215916242,1.3500692239639653,6.340536951559742,-0.3205313993565681,-2.676512474611351,1.0019219037412672
Jonas Crockett,HiA,HEL,P,100,23,23,91,66,27,24,21,61,56,60,46,33,29,24,$27K  26250,Helena Beat,6867,67.8691689295425,0.43861496778757797,0.6054664734437821,2.0916720703057075,0.8521893680451414,6.853619532892292,-1.632464407330553,-7.693823221692861,1.0440814412313602
Jorge Carrera,AA,HEL,P,100,24,27,50,82,71,32,32,76,28,70,56,35,24,0,$38K  37500,Helena Beat,6867,112.17468883451147,0.3869538658683937,0.5560942553894124,1.771033694884148,1.8858585865356383,5.721729149382796,0.10222219801176914,-2.2396265835424,0.9430481212578061
Jose Guillen,AA,HEL,P,100,24,30,83,54,53,33,32,80,45,71,54,39,38,23,$38K  37500,Helena Beat,6867,52.246427628798116,0.3976846670888638,0.5493716453645203,1.8355421633130098,1.5218698172198468,5.875603698028914,-0.4377561484117759,-2.5071270279541027,0.9470563124533842
Juan Rosales,LoA,HEL,P,100,22,27,83,70,43,36,26,79,37,52,52,39,28,0,$27K  26250,Helena Beat,6867,77.98745444914469,0.4195173524672844,0.5911932484934701,1.973827777826565,1.1166338996181224,6.445965488222431,-0.6170687979829379,-3.5517787626992985,1.0107106009607545
Laynce Wells,LoA,HEL,P,100,22,16,88,75,70,49,34,40,71,70,55,23,34,0,$27K  26250,Helena Beat,6867,85.36583424743866,0.3803768254902615,0.5245860943362373,1.7216552042101485,1.7474049011782136,5.54722934752354,-0.19704766548367827,-1.895290744282476,0.9049629198264988
Malachi Guerrero,HiA,HEL,P,100,24,72,57,27,72,41,30,46,57,75,54,0,0,0,$27K  26250,Helena Beat,6867,46.17308794208938,0.3838132065765427,0.5348866479947312,1.7530744535899025,1.905714225919024,5.622287228838513,-0.42878291285372416,-1.225619808605574,0.9186998545712739
Manny Dorsey,RL,HEL,P,100,22,23,83,71,39,21,17,37,31,50,47,26,0,0,$8K  7650,Helena Beat,6867,82.2296889264795,0.43950393266477616,0.6322093731794327,2.1054431539280807,0.6849497898175291,7.078361940663992,-1.252098758056451,-8.531158318990306,1.071713305844209
Marino Centeno,ML,HEL,P,100,26,26,52,82,73,64,72,88,82,83,63,83,54,0,$360K  360000,Helena Beat,6867,179.78906142864835,0.3277881350276168,0.4133488356918603,1.3805390691890052,2.3476197467903783,4.222392208830544,1.394337095526559,2.281529002074478,0.741136970719477
Mario Buschmann,RL,HEL,P,100,21,55,76,38,39,21,23,24,51,65,39,41,0,0,$8K  7650,Helena Beat,6867,39.34319499637474,0.4279301980474975,0.5991011069040383,2.030873262011071,0.8179543937508215,6.777923421059537,-1.4828121425657443,-8.874844425472084,1.0270313049515358
Mo Gagne,AAA,HEL,P,100,23,25,60,95,64,24,27,78,16,67,52,30,36,0,$55K  54500,Helena Beat,6867,108.38047039866309,0.4019709396301355,0.5861676389932102,1.8663986748823054,1.8545371365263759,6.110172757333831,-0.1019197213921423,-5.2457239645260145,0.9881385786233458
Mo Sweeney,AA,HEL,P,100,23,87,58,32,55,47,56,84,61,74,65,0,0,0,$38K  37500,Helena Beat,6867,60.965254807298784,0.3689850320793322,0.48053147882183106,1.6536493931316048,1.5988598369099487,5.223793561457146,-0.40353399009784,-0.9830831675680576,0.8495165109011633
Patrick Belitz,AA,HEL,P,100,28,28,56,58,85,33,30,78,69,71,55,45,45,41,$38K  37500,Helena Beat,6867,57.38295964156079,0.37450729059552157,0.5319109876296195,1.687940301534574,2.198104866280363,5.209467002416875,-0.07838129743158706,-0.7500157273435697,0.9064182782251411
Pedro Rijo,ML,HEL,P,100,27,49,96,31,91,81,78,32,87,96,70,0,0,0,$5.4M  5400000,Helena Beat,6867,88.94099423760578,0.29865043832983507,0.35774692412990394,1.2056871096078994,2.4655044296681963,3.7317668732775005,0.3839484898614949,1.2416703231276311,0.656397362459739
Rafael Park,HiA,HEL,P,100,24,36,69,23,51,24,23,81,69,62,48,34,30,0,$27K  26250,Helena Beat,6867,45.098674679992406,0.41593015492100865,0.5787788829581164,1.9518146802093521,1.5929417788348295,6.178287189809124,-0.4887900249268768,-5.796809429956972,0.994709037879125
Rafael Serra,HiA,HEL,P,100,23,74,61,35,69,33,32,78,46,72,45,0,0,0,$27K  26250,Helena Beat,6867,58.04049414006994,0.39049657177702246,0.5514332373420414,1.7965015682886583,2.0067078258490247,5.713452426683887,-0.3252091240193453,-2.3387062560080403,0.9419298091190639
Ramiro Duran,AA,HEL,P,100,22,23,92,74,73,29,20,83,40,81,55,42,29,0,$38K  37500,Helena Beat,6867,100.49238373443643,0.3930781929270295,0.5629811206894464,1.8053716813800706,2.09521610784934,5.677231575741198,0.14465554329223912,-3.691574696807669,0.9560593136164759
Reid Kingham,HiA,HEL,P,100,23,24,94,61,60,43,56,34,91,75,64,36,0,0,$27K  26250,Helena Beat,6867,83.50975445429344,0.3659625979925554,0.4725189130667131,1.627331065677757,1.5452478192583552,5.2181562682411045,-0.07970178849799944,-0.32365567525221745,0.8384815110592685
Rigo Font,RL,HEL,P,100,26,99,76,29,89,59,62,86,60,83,67,0,0,0,$62K  62000,Helena Beat,6867,74.58095407522174,0.32877715921906575,0.43298857032943255,1.40042892627427,2.2574185727536182,4.258945088716947,0.10004843630255852,0.4377952413021999,0.7617657295484983
Rob Speaker,HiA,HEL,P,100,21,71,94,27,56,14,19,22,22,56,39,0,0,0,$27K  26250,Helena Beat,6867,82.72198376891801,0.4248439335913987,0.6228144132812942,2.021343493608969,1.4316130067811135,6.831645269275505,-0.9086595441599804,-8.35134233822161,1.047658346872693
Ronald Kolarek,AA,HEL,P,100,25,22,68,76,48,26,25,86,71,72,56,40,18,0,$38K  37500,Helena Beat,6867,79.44572941925749,0.41360348840672123,0.568457410767043,1.9290860205043778,1.4486616265739174,6.071118138956767,-0.3450062434042856,-6.119662351550554,0.9820608991737643
Russell Jackson,AAA,HEL,P,100,24,26,91,73,83,56,71,84,57,79,60,53,39,40,$57K  57000,Helena Beat,6867,157.24043527853928,0.32512358616579073,0.42635081601321045,1.3728937572475968,2.378229861721705,4.260424528261145,1.070197254612744,1.6760229938721944,0.7514744021790012
Sal Ruffin,RL,HEL,P,100,23,37,88,24,57,27,26,35,30,54,41,24,25,0,$8K  7650,Helena Beat,6867,45.12438344387758,0.4109156681084887,0.5920270626358864,1.9307011611454086,1.3784601513797872,6.467377649669682,-0.580459026414181,-6.297449842285545,1.0029427307443752
Sam Shoulders,HiA,HEL,P,100,23,26,96,65,46,13,17,57,41,60,51,28,19,0,$27K  26250,Helena Beat,6867,72.65382042071299,0.43141396265825505,0.617413220996325,2.0507356494814117,1.287305680379608,6.7273110354917875,-0.29930029957366083,-6.522845868765421,1.0488271836545802
Samuel Butler,HiA,HEL,P,100,23,21,82,66,59,13,18,32,0,47,41,22,0,0,$27K  26250,Helena Beat,6867,71.11887781311741,0.42719127421345915,0.6426806717639741,2.0377158510728983,1.1761994568036882,6.956140229861594,-0.3835297490057053,-6.8975724023940375,1.0698719459774333
Sawyer Cunnane,LoA,HEL,P,100,23,50,92,17,61,23,24,33,35,61,50,28,0,0,$27K  26250,Helena Beat,6867,51.607535797263196,0.4072734517957369,0.5833318331834324,1.9067464348902345,1.573492137065893,6.308775238876176,-0.6534186918434484,-5.2683272726765775,0.9906052849791693
Shayne Young,RL,HEL,P,100,21,21,67,79,35,22,18,47,41,56,46,25,37,0,$8K  7650,Helena Beat,6867,100.33432802405939,0.4386567370223651,0.6233694943745454,2.0954051983944906,0.7308961367152901,6.995503251418123,-1.617264316673125,-7.9637796957394125,1.0620262313969104
Steven Sullivan,LoA,HEL,P,100,22,82,63,20,50,13,17,72,43,55,29,0,0,0,$27K  26250,Helena Beat,6867,80.9272308315079,0.43522230450961674,0.6312485266027207,2.0834736406795042,1.6266171005870997,6.781105350976201,-0.6616699275346283,-8.066084304294732,1.0664708311123374
Ted Dukes,AAA,HEL,P,100,27,65,74,32,79,53,57,87,72,75,52,0,0,0,$55K  54500,Helena Beat,6867,65.1630382115276,0.34982629079441974,0.4651408005564626,1.5338214143338242,2.1206215485206235,4.716937010981704,-0.04986658932950018,-0.04881694974603241,0.8149670913508824
Teddy Rowan,RL,HEL,P,100,22,68,71,35,61,24,22,36,47,60,50,0,0,0,$8K  7650,Helena Beat,6867,93.88552540159986,0.4122754770265371,0.5909332326692808,1.9352893667463447,1.53485434850837,6.3677959155829775,-0.8200888011742957,-6.104828680625743,1.003208709695818
Theodis Sizemore,HiA,HEL,P,100,23,25,64,71,22,27,24,21,69,68,49,34,34,45,$27K  26250,Helena Beat,6867,71.40794714847914,0.4344672427868824,0.5866279069657708,2.063487083874136,0.8478490228292468,6.881770333687692,-1.5260930017186731,-7.914532584851702,1.0210951497526533
Tim Webster,LoA,HEL,P,100,21,55,61,10,66,50,40,75,46,72,49,0,0,0,$27K  26250,Helena Beat,6867,33.594636653966006,0.37677049745826185,0.5149324941118691,1.7121032037629218,2.394751230830916,5.452156595783485,-0.304383696889736,-1.9349784048614405,0.891702991570131
Tony Cela,HiA,HEL,P,100,24,24,82,93,61,35,33,35,68,69,56,39,24,0,$27K  26250,Helena Beat,6867,101.88423776710813,0.3940200838868983,0.5469222045163158,1.80597643806101,1.52565344630638,5.889314763892402,-0.192442110867541,-2.1857826700731926,0.9409422884032141
Tony Trajano,HiA,HEL,P,100,21,23,43,60,55,42,50,82,68,70,61,37,31,0,$27K  26250,Helena Beat,6867,39.79523857044208,0.37712117963547115,0.5006624292258892,1.7016483168865149,1.5920198640166834,5.394986033190978,-0.39833975843161273,-1.5408475664666221,0.8777836088613604
Tony Wilhelmsen,ML,HEL,P,100,25,29,56,80,83,69,70,84,50,81,66,47,71,21,$360K  360000,Helena Beat,6867,187.8838322970011,0.31954807502474564,0.4173846526599424,1.3364901856747562,2.3419011319965155,4.187675146208789,1.4668242539511671,2.0438757862649513,0.736932727684688
Trayce Cook,AAA,HEL,P,100,23,26,64,67,77,57,65,85,55,74,82,48,53,0,$57K  57000,Helena Beat,6867,124.60921589384515,0.33307798305597786,0.4349599094455086,1.4214313043158104,2.3036544120806934,4.438140763246778,0.46736617538422787,0.5409403196014481,0.7680378925014865
Tyler Lomasney,HiA,HEL,P,100,22,14,63,59,76,53,67,76,50,78,58,46,0,0,$27K  26250,Helena Beat,6867,63.33831191598265,0.33854693048505724,0.44692313689868224,1.463287136946076,2.1734763790735143,4.637926906625927,-0.11287695463932772,-0.6000878767129474,0.7854700673837395
Vince Shunick,RL,HEL,P,100,22,35,77,7,62,34,38,69,63,59,57,36,27,21,$8K  7650,Helena Beat,6867,46.62542663709451,0.38686861813205675,0.5306644845198613,1.7718812483333681,2.0738170969254326,5.632717049179678,-0.44099086419221734,-2.4491645110888856,0.917533102651918
Vladimir Delgado,RL,HEL,P,100,22,29,90,76,60,20,22,73,58,47,42,23,15,0,$8K  7650,Helena Beat,6867,119.92982414727145,0.42191674971630433,0.6125688935444861,1.9892640699479869,1.5535502840836795,6.417564580055586,-0.19371009057615404,-5.173811513796262,1.0344856432607905
William Nakamura,AA,HEL,P,100,24,70,85,8,72,36,41,59,66,65,51,36,0,0,$38K  37500,Helena Beat,6867,43.29485351800272,0.3767357924969105,0.5197389247826484,1.7074061193398657,2.3789522860679218,5.413258212906023,-0.3342504017843958,-1.7430956638760167,0.8964747172795589
Yadiel Alfonseca,ML,HEL,P,100,35,29,97,73,87,80,90,89,87,85,76,61,50,0,$20.0M  20000000,Helena Beat,6867,198.23849342916378,0.2912597667797845,0.34514729612474077,1.1482626172622457,2.980912013711429,3.394586743174443,2.832409544460234,4.993525953468682,0.6364070629045253
Yan Lopez,RL,HEL,P,100,24,44,84,49,89,57,60,83,60,82,72,48,0,0,$57K  57000,Helena Beat,6867,81.48951086225946,0.32907362064938184,0.4347186191726769,1.3993286258184026,2.5278703069690454,4.252869535766888,0.22121587648749827,0.48816176594240934,0.7637922398220587
Yunesky Escobar,AA,HEL,P,100,23,85,62,21,72,39,53,34,80,83,45,0,0,0,$38K  37500,Helena Beat,6867,46.28697067147937,0.36170358113563295,0.4815106891065218,1.610292904051716,1.876966382229275,5.166804671306649,-0.28430708794803156,-0.2346246193208715,0.8432142702421548
Yuudai Pan,RL,HEL,P,100,25,28,65,72,91,44,59,52,87,95,77,63,61,35,$62K  62000,Helena Beat,6867,148.69647251118639,0.3243734627319098,0.42153989681116644,1.361193572592655,2.4617425719581485,4.1440602986116035,1.1511530814724016,2.5487187794214163,0.7459133595430762
Aaron Axford,AA,HON,P,100,26,22,89,80,74,30,24,37,57,69,51,31,41,10,$55K  54500,Honolulu Waves,6862,113.99612435199381,0.39353490798082347,0.5652272520028274,1.8079506459589423,1.811298182818835,5.873513208888611,-0.016826908431444458,-2.3182477999093645,0.9587621599836509
Abraham Stern,HiA,HON,P,100,24,69,34,33,72,53,62,35,58,58,60,0,0,0,$27K  26250,Honolulu Waves,6862,95.81541684877102,0.3545654299806432,0.4777998702970525,1.569629406080647,1.6949634594349086,5.189610981284476,-0.3906870582622264,-2.0246995994516546,0.8323653002776957
Addison Stoppelman,HiA,HON,P,100,26,99,46,28,70,23,30,36,71,65,44,0,0,0,$38K  37500,Honolulu Waves,6862,48.814237661335476,0.3981035622250477,0.565124166279612,1.8430619202633536,2.0858322904401234,5.967401961309127,-0.5763544336090608,-4.383716836963621,0.9632277285046598
Ahmad Watson,HiA,HON,P,100,25,17,93,70,48,38,35,37,71,72,56,38,0,0,$38K  37500,Honolulu Waves,6862,52.59022667369794,0.3997147034608143,0.5380357591597037,1.843298445677061,1.331617054916983,5.998426523699779,-0.4677286860881912,-2.069067625509784,0.937750462620518
Al Lopez,AAA,HON,P,100,33,66,86,31,40,64,71,82,57,79,71,46,0,0,$82K  82000,Honolulu Waves,6862,56.457895559241585,0.35447691800359604,0.43098064029751276,1.5574539367176412,1.3447374590408288,4.960352860157786,-0.5580319423582327,-0.9680645713901815,0.7854575583011087
Albert Beltre,AA,HON,P,100,24,30,60,85,64,51,52,77,34,72,68,61,56,0,$55K  54500,Honolulu Waves,6862,119.52236853357094,0.3610532098623096,0.4907170537620461,1.6001515025703452,1.9577529043750772,5.18104356131111,0.02977859608260817,-0.8481264459788537,0.8517702636243557
Alex Vaughn,RL,HON,P,100,22,84,82,37,58,22,25,33,34,69,50,0,0,0,$8K  7650,Honolulu Waves,6862,66.83700265769734,0.40882952926931093,0.5830703880849682,1.9138774542742192,1.5030413887507925,6.3494658149186805,-0.5833424216279252,-5.986893077997866,0.9918999173542792
Alving Franco,LoA,HON,P,100,20,26,70,73,57,31,35,32,42,58,46,39,36,0,$27K  26250,Honolulu Waves,6862,111.17610340219757,0.4004380961193778,0.5689860735013239,1.8557121274840278,1.2688344335053188,6.226817024663836,-0.4449044635499454,-2.71737985326598,0.9694241696207018
Andres Ayala,AAA,HON,P,100,29,84,56,36,73,52,53,73,74,82,57,0,0,0,$61K  61000,Honolulu Waves,6862,59.1472386410765,0.35538891604565653,0.4683488022232305,1.5668730344979616,2.0820798791493753,4.865927214163165,-0.21496063413411037,-0.1988134589040883,0.823737718268887
Anthony Parker,RL,HON,P,100,21,28,91,51,64,15,22,27,45,59,50,37,6,0,$27K  26250,Honolulu Waves,6862,81.71618727313204,0.41177140187580674,0.5966490403635288,1.930603088653164,1.5582278254801971,6.390632540909811,-0.57524963549405,-5.117904748387607,1.0084204422393355
Audry Valdes,RL,HON,P,100,22,21,74,71,55,17,19,70,33,53,43,20,23,0,$27K  26250,Honolulu Waves,6862,96.74674344321159,0.42604291083377577,0.6225247220224137,2.0205379070237965,1.2813040744603879,6.626347692944488,-0.3092613060189644,-5.995533262994396,1.0485676328561895
Bailey Figga,HiA,HON,P,100,25,70,62,33,75,26,30,37,60,62,40,0,0,0,$38K  37500,Honolulu Waves,6862,97.50641957251383,0.39482143263188296,0.5679034531495255,1.8252579202006776,1.8699720372330184,5.943120020741123,-0.7032295933854354,-5.675277727690317,0.9627248857814085
Bengie Andrus,AAA,HON,P,100,24,31,77,61,82,36,44,86,42,65,57,38,39,25,$55K  54500,Honolulu Waves,6862,82.090718048878,0.36471872138927885,0.5172029640247433,1.6299400023168968,2.1041955220806052,5.145903013343916,0.020995487956670913,-1.5796212750766305,0.8819216854140222
Benny Tomlinson,ML,HON,P,100,22,53,72,34,85,83,78,41,33,87,68,64,0,0,$327K  327000,Honolulu Waves,6862,93.63645717855245,0.30224802330259243,0.3823568214832179,1.236114066179314,2.325098924137473,4.026462584273754,0.28101541590389784,1.082210649388315,0.6846048447858104
Blake Hendriks,RL,HON,P,100,19,30,86,48,31,38,43,69,59,55,57,20,29,0,$8K  7650,Honolulu Waves,6862,63.99099411713249,0.4097769339216504,0.5460212380164498,1.9100191712394254,0.7904480720583251,6.255055302175344,-1.8126398666210333,-3.194615045093289,0.9557981719381001
Bob Bostick,RL,HON,P,100,21,25,92,68,57,18,28,39,22,63,54,25,29,0,$8K  7650,Honolulu Waves,6862,77.14394655949118,0.40808533117015744,0.5879552427110442,1.9074970335439267,1.3633738913553672,6.395330994142283,-0.5310544515193912,-5.9612135517203315,0.9960405738812016
Bobby Valiquette,RL,HON,P,100,23,18,71,80,36,17,18,32,47,52,54,31,36,19,$27K  26250,Honolulu Waves,6862,81.15396215160793,0.4385721616150648,0.6229918392340457,2.0941434582969958,0.6878059623773718,7.017813806142257,-1.697192902180617,-8.921559098705488,1.0615640008491105
Bubba Stewart,LoA,HON,P,100,24,28,91,98,71,21,25,35,34,62,50,37,15,0,$27K  26250,Honolulu Waves,6862,140.9514867492977,0.40245054208852576,0.5913318742545517,1.8677413074161486,2.1748224223403056,6.198674009583786,-0.12350838564336276,-4.282929474407875,0.9937824163430775
Burt Fleming,AAA,HON,P,100,26,20,61,72,48,65,50,85,34,65,72,54,50,30,$55K  54500,Honolulu Waves,6862,85.20487597022,0.3710873493850431,0.4902300816100827,1.664307840496269,1.6669221063432362,5.384645079380658,-0.229296234457213,-1.5571440585777652,0.8613174309951258
Butch Kershner,AA,HON,P,100,23,23,61,67,60,40,39,52,65,65,74,57,30,0,$38K  37500,Honolulu Waves,6862,78.07930709264002,0.3825546600797712,0.519777299716716,1.734548744969413,1.5916480719127928,5.581806079116078,-0.16157143460053025,-2.0415787454027674,0.9023319597964872
Butch Wells,AAA,HON,P,100,29,62,76,30,50,82,64,94,17,91,67,0,0,0,$396K  396000,Honolulu Waves,6862,67.48732468369695,0.34471087695952357,0.42931999702979345,1.5048393817551626,1.776430558093518,4.823318630981531,-0.26611447675507444,-0.12029329929493382,0.774030873989317
Charley Cishek,LoA,HON,P,100,27,25,91,88,50,27,27,19,24,65,50,46,29,23,$38K  37500,Honolulu Waves,6862,102.08757164786434,0.41072894565395307,0.5867695016114677,1.920870823334275,1.2238471533196402,6.524751494687937,-0.6177566601678595,-6.95466629821888,0.9974984472654207
Che Irabu,ML,HON,P,61,29,26,65,79,86,69,56,40,39,82,74,57,49,0,$343K  343000,Honolulu Waves,6862,162.38707708649665,0.3288071604026831,0.44261693302027494,1.3974749035325937,2.1660435191747145,4.546108466838567,0.9558146063236752,1.2298693562118608,0.771424093422958
Chief Ottavino,LoA,HON,P,100,27,25,51,71,49,30,39,48,55,64,55,55,47,30,$38K  37500,Honolulu Waves,6862,59.684210195034545,0.39730372724291657,0.546733037895817,1.8313584083842551,1.3732899715490416,6.025885140315441,-0.5138304529468593,-2.507637742054063,0.9440367651387336
Chip Stokes,AA,HON,P,100,28,31,82,82,58,44,60,31,67,67,45,46,32,0,$59K  59000,Honolulu Waves,6862,121.93712617560415,0.36915722554991703,0.49430461994301395,1.6507110446919497,1.4811895152144037,5.494456088965845,-0.1786724523302069,-0.8015752254812589,0.863461845492931
Cito Santos,ML,HON,P,87,26,21,89,82,46,70,69,95,83,88,58,55,0,0,$5.5M  5500000,Honolulu Waves,6862,120.73501187642387,0.3521630653789586,0.42559813661662255,1.5335420767618326,1.5748974956087982,4.725664944029798,0.3645074726831038,0.8735424227961878,0.7777612019955811
Clayton Burke,AAA,HON,P,100,24,29,86,72,56,65,76,84,61,76,83,48,64,31,$343K  343000,Honolulu Waves,6862,165.9435617737472,0.33391383021393284,0.40904801350249864,1.4218814982266985,1.8696989039384764,4.490029605363861,0.716891086537611,1.684670254519133,0.7429618437164315
Daisuke Martin,ML,HON,P,100,30,25,98,63,82,61,68,87,73,72,60,49,86,25,$5.4M  5400000,Honolulu Waves,6862,119.75376855762636,0.32811391874039164,0.428463908344904,1.3877612715750582,2.248830960216807,4.274452204227355,0.7255375505427262,0.8895239962842797,0.7565778270852956
Darby Carey,LoA,HON,P,100,23,89,78,28,67,43,37,18,40,59,46,44,0,0,$27K  26250,Honolulu Waves,6862,99.93819026530177,0.3851512651706638,0.5458099414274992,1.763858857094552,1.7786627900516137,5.905423379904862,-0.7447767929304117,-3.4212666941922896,0.930961206598163
Darwin Hayes,RL,HON,P,100,21,33,89,70,31,16,24,72,41,56,56,31,20,0,$8K  7650,Honolulu Waves,6862,105.55311480121097,0.43608756186994735,0.6099994504537041,2.0774105943397236,0.8038248873092109,6.82075242901883,-1.202152129706633,-7.838148762514909,1.0460870123236514
Dean Matthews,RL,HON,P,100,22,27,34,74,37,22,27,24,43,70,44,26,34,0,$8K  7650,Honolulu Waves,6862,81.78852539806505,0.4235971430469188,0.5921833890318476,2.0017939176807955,1.5350789604255837,6.767387155736715,-1.0958129521126505,-7.592067274717619,1.0157805320787665
Deibinson Serra,AAA,HON,P,100,24,25,75,76,79,53,59,72,51,76,56,50,42,0,$59K  59000,Honolulu Waves,6862,126.05554204324068,0.3440145505485699,0.4658013554577433,1.4935115881440695,2.1501192765118042,4.755114837037921,0.5032277728643527,0.30820552948314933,0.8098159060063133
Dewey Martinson,AAA,HON,P,100,36,27,53,73,76,54,53,58,46,67,70,46,0,0,$94K  94000,Honolulu Waves,6862,113.74097143716291,0.3538421012689106,0.4828514491117539,1.558887361150714,2.0315210819577603,5.027039405256891,0.1638731944512201,-0.7593178717533545,0.8366935503806645
Drew Coleman,ML,HON,P,5,35,81,98,24,92,61,90,92,86,96,63,50,0,0,$9.4M  9355000,Honolulu Waves,6862,72.113016952018,0.29282859573766473,0.35100930263540486,1.1663260248123342,3.2246298264046755,3.3750770227694353,0.5252325295823298,1.5434078119597174,0.6438378983730696
Efrain O'Conner,RL,HON,P,100,25,31,92,81,39,23,17,50,37,62,61,39,26,0,$38K  37500,Honolulu Waves,6862,103.82846286728866,0.43049402423230165,0.6079756974554644,2.0408023330884095,0.8071501690140277,6.744732922657578,-1.1468182171258758,-7.923000901422724,1.038469721687766
Efren Berrios,AA,HON,P,100,27,18,73,79,38,46,48,51,70,63,56,41,39,11,$38K  37500,Honolulu Waves,6862,68.05005164401315,0.3942026135060659,0.5197014996729179,1.8061279887474342,0.8265531703618764,5.9322920862787925,-1.4384487690447845,-3.159619480872914,0.9139041131789838
Felipe Guerrero,HiA,HON,P,100,25,29,58,85,72,25,28,84,66,69,61,34,5,0,$38K  37500,Honolulu Waves,6862,123.10200175932435,0.39391967648848103,0.5576942850094928,1.8076050098019927,1.947955412537844,5.638411405432938,0.27340800916045727,-4.400819842400599,0.9516139614979738
Garry Barry,AA,HON,P,100,29,26,66,79,81,47,56,43,53,77,85,47,58,0,$4.0M  4000000,Honolulu Waves,6862,144.52586966071394,0.3403438497153958,0.4574697280759189,1.4676875636932591,2.053573739493202,4.741537895199886,0.550452516550544,0.7690831143366144,0.7978135777913147
Granden Malm,LoA,HON,P,100,22,25,92,84,39,33,43,83,53,68,52,38,47,24,$27K  26250,Honolulu Waves,6862,80.3139832996143,0.40111437794885624,0.5406567753736176,1.8510545113853125,1.005144004528765,5.9856309180093845,-0.8185268898448864,-3.7877737480752436,0.9417711533224737
Homer Boyd,RL,HON,P,100,24,30,76,78,40,28,32,79,69,67,50,42,22,0,$27K  26250,Honolulu Waves,6862,90.87923396746345,0.41528238727445743,0.5661659428696761,1.9395699787155865,1.1891870160475244,6.207034803268017,-0.6427581959172338,-6.951844957256568,0.9814483301441336
Isaiah Brock,HiA,HON,P,100,27,53,84,25,53,34,41,82,81,83,68,65,0,0,$38K  37500,Honolulu Waves,6862,42.853669616911915,0.381956312696598,0.49715410063210924,1.729163332181931,1.8407112163412889,5.314231296598469,-0.16993609863694087,-1.6960654844983716,0.8791104133287073
Ivan Arias,LoA,HON,P,100,26,24,81,53,37,49,46,89,63,70,73,57,50,33,$27K  26250,Honolulu Waves,6862,34.27898903694584,0.3862792559935715,0.49739354274114506,1.7551426049804129,1.1311972694473913,5.5522493560319806,-0.9768182340935193,-3.5981989840386994,0.8836727987347166
Jarek Bradley,LoA,HON,P,100,24,24,89,83,37,43,35,51,30,65,47,40,0,0,$27K  26250,Honolulu Waves,6862,72.17014534126729,0.4107456767481861,0.5655805696590765,1.9187926570353837,0.8071501690140275,6.412145773808371,-1.3517564901483836,-3.945577846411072,0.9763262464072626
Jason Smith,RL,HON,P,100,24,25,89,85,50,20,19,52,38,56,42,28,22,22,$27K  26250,Honolulu Waves,6862,111.55104120898952,0.42762152239772927,0.6188692769685076,2.0271869037041985,1.1231079270578321,6.701872098022549,-0.5158999515077547,-5.901808650112686,1.046490799366237
Jeremy Black,AA,HON,P,100,24,49,57,44,43,44,58,89,81,66,57,32,0,0,$55K  54500,Honolulu Waves,6862,44.36320930267832,0.38160153534090513,0.4904719314447479,1.7287509959335616,1.310878790721073,5.4486744412349974,-0.6753314150391662,-1.6694364169398688,0.872073466785653
Jocko Simpson,AA,HON,P,100,21,72,61,34,80,58,51,57,67,93,74,0,0,0,$38K  37500,Honolulu Waves,6862,73.54794526544734,0.3414801954067251,0.44362838064402255,1.4788804110263565,2.2403015002196485,4.583830002397931,-0.03206331594152706,-0.02461026326709066,0.7851085760507477
