Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xpcR,xOPS,RLR,pos_adj,xWAR
Domingo Colon,ML,NOR,1B,100,28,85,62,21,99,45,32,84,26,45,35,30,39,27,10,$327K  327000,Norfolk Owls,6876,0.24405744201715612,0.3258364645355767,0.49831334494075996,520.6213134964928,960.7540967483073,0.32720999999999995,102.7067370406517,91.88557611131208,9.40558121150824,-4.775372902972516,-0.6856728791797947,-0.7125815853847229,0.0,0.09915788404003724,0.8241498094763366,17.354043783216426,-8.236917839062992,1.3137692203069649
Dweezil Outman,RL,NOR,2B,100,24,80,86,39,19,32,10,37,74,86,72,60,51,43,8,$27K  26250,Norfolk Owls,6876,0.21769088763338154,0.27265456003530203,0.26336716181400244,443.76113954838365,872.464890345931,0.90252,34.78473812928909,53.29972953182999,-133.4215447232158,5.0325279194950205,-1.2196320206901536,-0.8293726098113157,0.0,0.09937033286376863,0.5360217218493044,14.792037984946123,1.4959960396878105,-11.382220187453905
Enny Mendoza,LoA,NOR,2B,100,20,71,90,22,18,9,13,30,43,47,63,59,56,56,11,$27K  26250,Norfolk Owls,6876,0.20616873970671107,0.2561303182297961,0.23221986573313977,363.4521738803014,771.8761413944885,0.8229499999999997,21.918040706012597,32.90297741651595,-161.15727201453237,-3.6287500784521596,-1.7205557791382293,-0.02429375523578144,0.0,0.09921098630701199,0.48835018396293584,12.115072462676714,1.3235187609644865,-15.25671546767288
Enos Wuertz,ML,NOR,RF,100,30,86,98,92,34,39,30,94,70,74,65,40,64,57,13,$4.4M  4450000,Norfolk Owls,6876,0.2568945302653825,0.35194156590694925,0.350905681453909,554.1956925969571,999.4362010881305,0.8291399999999994,83.2097799862318,81.72875500766176,9.850326644475567,1.7513474058536016,0.8065625727184738,0.6321536122499092,0.0,0.0991845186724142,0.7028472473608582,18.473189753231903,-5.141132721646761,2.576778651532002
Enrique Javier,RL,NOR,LF,100,26,85,78,54,52,36,37,67,42,90,70,54,50,49,23,$55K  54500,Norfolk Owls,6876,0.24306244946760808,0.3160424017598744,0.38521572656342606,526.600819254294,995.8752010688186,0.92875,78.02171940722523,87.8682557663963,-28.34287739476486,2.279364666291009,1.1121356758274212,0.6483828707648143,0.0,0.09859831490729011,0.7012581283233005,17.5533606418098,-5.122814820312852,-1.3087127374540615
Erik Shackelford,ML,NOR,SS,100,34,65,67,59,34,15,34,82,58,59,73,84,71,84,1,$1.1M  1115000,Norfolk Owls,6876,0.23589772966424738,0.3187348529849588,0.31300555212513037,439.9900412876159,819.9550751447678,0.9563899999999996,63.75867955531479,66.21373643968269,-47.0084995328355,-2.299460740736213,1.471172686892911,1.8098013473891814,0.0,0.09835539635213099,0.6317404051100892,14.666334709587197,4.217875900950451,-2.88399216525545
Ernesto Alomar,LoA,NOR,C,100,19,55,65,28,45,34,26,49,47,57,5,23,61,42,38,$27K  26250,Norfolk Owls,6876,0.2325183767756458,0.29486468527124376,0.34796131395726654,340.0459275562316,616.903123379685,0.6557949999999998,60.166450715034934,75.32780014979998,-63.49210303470588,-1.6495718275575666,0.18695849376285442,-7.8067158606131395,-6.8417655932267065,0.10007079381437979,0.6428259992285104,11.334864251874388,3.1733699762329475,-5.890167676547661
Francisco Roque,AAA,NOR,C,100,23,75,73,19,34,9,11,36,16,0,18,22,74,46,57,$55K  54500,Norfolk Owls,6876,0.21287111676928122,0.26860289995972314,0.2678835558580091,319.02862559072673,705.0005238363519,0.6880499999999998,32.35773270192343,50.77994200424386,-134.15284323725407,-2.7733583828166344,-3.7710126923966056,-4.214764184625751,-2.6926085347371655,0.10037355441425934,0.5364864558177322,10.63428751969089,3.626545904507983,-12.788214463638324
Francisco Seanez,HiA,NOR,RF,100,25,83,98,75,0,56,40,20,70,94,65,38,66,58,8,$55K  54500,Norfolk Owls,6876,0.24634235669093804,0.2907043222629826,0.2615221049845531,491.2270898297429,929.0079745855182,0.901949999999999,44.812208972922726,59.46536865226994,-129.2895840178077,6.626318932083216,0.6432309784853727,1.0308983001508876,0.0,0.09933251208684414,0.5522264272475357,16.374236327658096,-4.778847605892583,-11.090597463996158
Gabriel Korecky,ML,NOR,SS,100,31,79,89,60,81,6,8,86,65,43,83,84,83,88,13,$6.5M  6500000,Norfolk Owls,6876,0.21980520966783926,0.3058899132825721,0.3993308497991827,488.4103819746524,951.7301570884883,0.9745149999999999,76.99147479951402,78.28072977699317,-8.528095710615753,-5.543516734149535,2.446193226905993,3.253596437661751,0.0,0.09900978547346785,0.7052207630817549,16.280346065821746,4.895731260743252,1.043986218295828
George Woodson,LoA,NOR,C,100,20,61,92,37,62,42,45,68,58,34,6,26,68,61,49,$27K  26250,Norfolk Owls,6876,0.24697816582730286,0.31831261689956325,0.39758051695043556,403.48600044846535,746.3412943612784,0.5724499999999999,80.44184952711707,77.78907868538322,-24.938988662272433,-3.9602609564588,-0.40526129988517845,-0.2210497430472996,-1.1592944897621167,0.10036529300094589,0.7158931338499988,13.449533348282179,3.8392041891012267,-1.1924999384176036
Gerald Grichuk,HiA,NOR,CF,100,22,73,70,37,11,11,15,29,59,82,70,56,50,42,7,$27K  26250,Norfolk Owls,6876,0.21462404258048748,0.2657495596230058,0.24101343303406494,392.0034561678767,780.9816399756819,0.8290299999999999,27.525102480657132,41.21346299396574,-176.573067640523,2.1852971262885434,-1.7865861907054899,-0.9859440196102214,0.0,0.09909347768524203,0.5067629926570707,13.066781872262558,1.3391317557882063,-16.223901418626934
Gerald Matsumoto,LoA,NOR,RF,100,23,79,63,20,37,19,16,40,38,54,57,46,60,51,5,$27K  26250,Norfolk Owls,6876,0.21525528340162736,0.2718670615752018,0.29954284685492943,405.66534946113825,811.2217621179298,0.8929500000000004,42.19996897532159,52.08345036130509,-111.61818862081631,-3.1395031382966083,-1.2547001988922037,-0.9362760115865122,0.0,0.09910047936835799,0.5714099084301312,13.522178315371276,-4.172951451223918,-10.71845787262179
Gill Hujimoto,LoA,NOR,SS,100,20,63,95,38,22,25,33,43,56,69,62,55,71,59,5,$27K  26250,Norfolk Owls,6876,0.22787509674533946,0.28563167233895614,0.2819095105041109,395.66346057411283,753.6598354689777,0.90109,44.56145026068456,60.22757500016769,-72.58304674566014,-0.4723728018518029,-0.11510801087560973,0.8389388091917386,0.0,0.09971562335675589,0.567541182843067,13.188782019137095,3.8768510054988568,-5.558639127984221
Heiker Lee,HiA,NOR,LF,100,25,80,96,80,0,30,56,41,71,66,66,40,49,45,1,$55K  54500,Norfolk Owls,6876,0.2564646718128167,0.31421784582247925,0.2671706667674135,494.719011483714,935.1641008425504,0.8970400000000002,52.667869526653284,51.97085715105198,-120.16159858290288,-0.6665068771841758,1.1038975949007894,0.860406306732162,0.0,0.09934962928644854,0.5813885125898928,16.4906337161238,-4.81051492202958,-10.914276139229104
Henderson Foster,HiA,NOR,C,100,24,66,90,28,27,30,17,22,39,17,6,22,61,43,47,$27K  26250,Norfolk Owls,6876,0.22062031029426465,0.26559224585430286,0.2684882276737277,324.5809989515692,683.2955960258842,0.7467999999999999,32.239101002509905,48.477769384357956,-148.96600715765248,-3.42815950877784,-2.2744277377843147,-7.686863987835595,-3.4226423192893805,0.1004319337877725,0.5340804735280306,10.819366631718975,3.514895041285412,-14.689777699201144
Henderson Peterson,AA,NOR,3B,100,22,87,87,31,40,28,33,38,43,22,55,45,63,53,3,$38K  37500,Norfolk Owls,6876,0.22903998899578099,0.28188901853227616,0.31338144832265663,457.19661685545,929.715534158051,0.8195100000000001,49.242960388707196,58.90114205152865,-81.636139761358,-3.9692859472341464,0.6614645396166177,0.21602850747258417,0.0,0.09966352818417835,0.5952704668549328,15.239887228514998,1.5941624385426114,-6.9096750645383
Herman Mattingly,AAA,NOR,3B,100,22,81,84,44,53,51,40,37,26,64,67,62,78,75,1,$55K  54500,Norfolk Owls,6876,0.23672268399029892,0.287593836751884,0.3705405407748382,492.52473012544215,953.2552654054016,0.9055533333333338,66.89118573557839,69.0735622368091,-60.390921480596305,-1.5912088053532434,0.41336809069536196,0.4962533990259449,-0.03252574108002895,0.09873677831609275,0.6581343775267222,16.417491004181407,1.6345254893782606,-4.377687123058517
Ivan Karstens,AAA,NOR,1B,100,24,90,98,21,85,54,25,88,62,37,49,34,50,44,0,$59K  59000,Norfolk Owls,6876,0.23845677798676024,0.3222795770121091,0.446143397747763,540.3336394969374,1012.1217203885317,0.7863533333333329,90.64044247863835,86.23430086597212,6.712825404791598,-4.172417962684005,-1.2691122859071144,-0.4919246865279823,0.0,0.09981451120228048,0.7684229747598721,18.01112131656458,-8.67731241759715,1.1472181186690011
J.R. Taft,RL,NOR,RF,100,23,85,91,31,24,24,17,31,62,63,58,48,59,54,3,$27K  26250,Norfolk Owls,6876,0.2166592643250271,0.26719195891245645,0.2681324901587511,442.7527317740023,891.4074192736298,0.8417799999999999,34.32394049019107,52.96450304761855,-145.94632652772827,-1.4036006028159134,-1.1268276966647457,-0.936276011586512,0.0,0.0994689705182147,0.5353244490712076,14.758424392466745,-4.585429111489865,-13.920393124219146
Javier Acosta,HiA,NOR,C,100,21,68,44,26,49,30,25,49,26,13,8,18,62,49,52,$27K  26250,Norfolk Owls,6876,0.23109310525157756,0.2932850445924173,0.33973696648678864,340.1332273101434,678.5407248381525,0.6919099999999996,57.91844200569225,75.33467677195826,-25.150799879393833,-2.4940933927840176,-0.8251093709968514,-1.220430875729349,-1.1975429438890484,0.09964686811116298,0.633022011079206,11.337774243671447,3.4904358273567513,-1.4147969575517017
Jay Pratt,AA,NOR,2B,100,22,81,61,35,28,38,50,43,60,81,72,57,41,46,3,$38K  37500,Norfolk Owls,6876,0.24128390140827824,0.2959228656996872,0.322080498160793,481.9893901674077,923.5745099112391,0.8747699999999996,57.52816114975625,69.66716086794011,-65.667218407257,2.857272086315803,0.9939660414434124,0.4665843003381915,0.0,0.09866849422513514,0.6180033638604802,16.066313005580255,1.5836325615761986,-4.504637440047528
Jeremy Miller,AA,NOR,LF,100,23,67,82,30,44,53,25,56,49,70,52,32,45,32,13,$38K  37500,Norfolk Owls,6876,0.235320246353521,0.3013145596507918,0.35462492653850497,423.7651612861082,780.3968441318721,0.7324299999999999,64.2906656940982,72.60000837414384,-49.7158546365452,-0.710099131434674,-0.8148763328973778,0.6832159300039319,0.0,0.09951516608242418,0.6559394861892968,14.125505376203606,-4.014387058291523,-3.99446028669019
Jim Cuddyer,RL,NOR,SS,100,23,69,74,31,20,17,18,35,35,39,65,42,66,46,0,$27K  26250,Norfolk Owls,6876,0.21834735927778107,0.273347039067151,0.2577432556857115,361.8132269643247,724.556563471444,0.8668200000000005,33.572502937219305,45.5472013029914,-126.99678539806487,-3.8524797938901525,-1.1510164962307283,-0.028234069563048105,0.0,0.09955340578716022,0.5310902947528625,12.060440898810825,3.7271428162111313,-11.599881675697562
Jim Franco,RL,NOR,RF,100,23,92,68,23,0,14,8,6,43,38,63,45,68,53,5,$27K  26250,Norfolk Owls,6876,0.2041736786095568,0.2402891748463281,0.18223824022170027,387.751890392974,847.8166945436969,0.91586,6.01099091354312,19.36479582335756,-216.63183342543516,-3.9648912551334154,-4.174314538283725,-3.6904966051551513,1.1057394192214804,0.09943581010855741,0.4225274150680284,12.925063013099134,-4.361196988393504,-21.742699035184607
John Litsch,LoA,NOR,LF,100,22,79,63,24,56,22,24,36,35,60,51,49,60,53,11,$27K  26250,Norfolk Owls,6876,0.2205703344227903,0.27289274921219486,0.3571979240414288,430.8608135730028,852.5916184857488,0.8911600000000002,55.781556115187904,69.94216772272507,-57.94209510789131,-1.5613743619630376,-0.06444517992291154,-0.22397112042613512,0.0,0.09903712839121472,0.6300906732536237,14.362027119100095,-4.385759354350559,-5.014407346316877
Jordany Pena,AA,NOR,SS,100,24,75,95,55,32,14,19,23,63,76,78,72,85,78,6,$38K  37500,Norfolk Owls,6876,0.21558364461330534,0.2612684766554023,0.2869188650446714,431.325136680156,862.3905593082309,0.8552449999999996,38.70695899746401,48.53209158576325,-147.34938665364396,1.2414948065416782,-0.6621139784112212,-0.3067365341533379,0.0,0.09937446720840416,0.5481873417000738,14.377504556005201,4.436165428540282,-12.860866324204265
Juniel Mitchell,HiA,NOR,C,100,21,64,87,49,17,17,16,28,17,15,11,20,64,58,64,$27K  26250,Norfolk Owls,6876,0.22179118832788247,0.27365564335613296,0.24259398851419564,306.73192210961133,666.5773726450279,0.8722799999999999,30.77246855544994,46.38641232196622,-139.28596683369815,-5.312148184764265,-4.407615804031919,-1.9107765153014231,1.4559779242840483,0.09958242050896406,0.5162496318703286,10.224397403653711,3.428895949820103,-13.390480056636926
Kennie Olson,LoA,NOR,SS,100,21,65,77,22,0,3,11,28,57,88,64,44,70,55,5,$27K  26250,Norfolk Owls,6876,0.20493346297977452,0.25703151388841544,0.2028992891940139,331.6698046512902,654.7772306501865,0.8706500000000001,16.466793927182643,36.630898875157165,-202.8155398828663,2.816143998956519,-1.8844610846666912,1.3391013658176167,0.0,0.09954959121358588,0.45993080308242934,11.055660155043006,3.3681956309165977,-18.56914117537299
Kolten Cortes,AAA,NOR,LF,100,25,86,99,10,67,87,38,81,53,70,63,34,66,56,19,$57K  57000,Norfolk Owls,6876,0.2443307973255035,0.3215747824707943,0.41918754953567305,526.9231359492987,975.555297030136,0.7756666666666664,87.08121191307923,98.9872382973901,5.455697845817275,-0.20336382851095616,1.1950940181635623,0.39275693083720276,0.0,0.09980088163109503,0.7407623320064673,17.56410453164329,-5.018288564969835,1.8334566220118296
Kyle Rigdon,AA,NOR,C,100,24,72,71,24,23,41,22,7,15,20,16,25,71,68,86,$38K  37500,Norfolk Owls,6876,0.21708301534308416,0.2508507413726371,0.2505209366306236,305.94984468910843,707.3981079617515,0.9406600000000002,26.02296514261301,43.15006045850397,-136.7585415722083,-3.4287055366385903,-1.5260879081483552,1.4665806940739987,2.262246544339703,0.09956816047605134,0.5013716780032607,10.198328156303615,3.6388791561818494,-12.586970300218047
Lou Keys,AAA,NOR,SS,100,26,77,22,23,36,53,32,42,63,53,86,71,83,77,16,$55K  54500,Norfolk Owls,6876,0.2282897786050438,0.28153673563925563,0.30921646474324627,407.50507106259465,798.4469968564808,0.8411799999999999,50.90569236769128,55.572647846735784,-78.50518724287824,-2.4320737461262847,0.6561150405193165,0.6095351253520308,0.0,0.09895308358653455,0.5907532003825019,13.583502368753155,4.107237638150622,-6.313164980706663
Louie Tapia,LoA,NOR,CF,100,23,83,62,34,35,5,41,34,43,40,68,64,80,69,0,$27K  26250,Norfolk Owls,6876,0.2258602985685919,0.276374639936838,0.3003165922466014,436.6560146175325,883.9933419413865,0.9050499999999999,45.8671543406604,45.36979553621947,-107.38503973420114,-5.014971698454142,0.049225923474355,0.4159538855474322,0.0,0.09931380901951815,0.5766912321834394,14.555200487251083,1.5157636178693181,-9.667054926525667
Luigi Colome,RL,NOR,RF,100,28,65,70,6,75,51,48,85,59,61,58,41,63,57,19,$55K  54500,Norfolk Owls,6876,0.2420780487857095,0.32183933393674885,0.4359619182752324,439.2931995475665,789.2444023359567,0.85978,90.21574482553892,96.48818392595635,-0.6043331793446313,-0.9503906582013611,-0.7106540082222741,-1.2996319078787237,0.0,0.09974374974961865,0.7578012522119812,14.64310665158555,-4.05989918897097,0.778988888667612
Luis Alvarez,ML,NOR,3B,100,28,92,67,55,34,54,66,80,71,25,72,79,83,73,16,$1.2M  1200000,Norfolk Owls,6876,0.26368279533861927,0.3393436957708592,0.3363427361245379,548.7767934333533,1052.7200503274798,0.9747483333333332,76.54788866574431,66.35813475688418,-38.86298586791959,-6.343095816330609,1.7336831147018545,0.9011916398178689,0.0,0.09971103752439849,0.6756864318953971,18.292559781111777,1.805075532111591,-2.4398427024829186
Lyle Cepeda,LoA,NOR,SS,100,20,64,81,43,18,51,41,70,44,32,67,57,71,56,0,$27K  26250,Norfolk Owls,6876,0.2458774608767904,0.31986394185118566,0.2841168607658302,413.8416134044528,770.9753204397857,0.9270166666666665,56.669775926734054,64.84449678663104,-49.895706362265635,-4.762740830118424,-0.27275537081765167,0.5806808874922837,0.0,0.09956356035371318,0.6039808026170159,13.794720446815095,3.9659224302458114,-3.6603931158012517
Marquez Mota,AAA,NOR,RF,100,26,92,82,91,24,54,12,0,72,92,62,42,67,68,19,$55K  54500,Norfolk Owls,6876,0.2316574042366583,0.26482800881523794,0.2987312560355858,501.86948282271624,984.4317493289709,0.8942049999999995,44.43588255793342,58.23938722082637,-121.5646442927431,6.357992394873489,-2.4929628452586625,-1.053316541495389,2.349696265845647,0.09873562954424887,0.5635592648508237,16.72898276075721,-5.063949327823925,-10.542095405932574
Matt Patrick,AAA,NOR,C,100,26,74,51,46,72,62,47,79,20,31,15,13,56,50,29,$55K  54500,Norfolk Owls,6876,0.26172731957323286,0.34159880538580906,0.4505774503325023,467.1277902973816,837.5425958950073,0.5377066666666667,100.714055253186,92.48093752579818,3.2522639400681466,-5.5971116763309094,-0.1979073328725237,-3.1725447348123716,0.34728392322572854,0.09897945187520708,0.7921762557183114,15.570926343246052,4.308346686702712,1.4475300840422525
Miguel Chavez,LoA,NOR,1B,100,19,62,59,22,70,29,24,70,19,58,30,25,29,24,11,$27K  26250,Norfolk Owls,6876,0.23338103192497572,0.30931528028318145,0.4187739114113681,403.7214509388432,732.4948920896277,0.42833750000000004,79.42731897223761,84.81155779744996,-9.562524361768745,-2.118878461688399,1.0680983722634623,0.9438832067808616,-0.3328183339461024,0.09875933370466118,0.7280891916945496,13.45738169796144,-6.2799630666120345,-0.35882162209635365
Mike Guerrero,AA,NOR,C,100,23,46,87,37,37,23,34,60,38,18,12,19,60,50,51,$38K  37500,Norfolk Owls,6876,0.23619816472044816,0.306026589961351,0.31795615827777796,297.6109884129837,568.2831508824602,0.6358450000000001,57.6270733876086,68.39150566093186,-63.00138062248771,-4.6041299958792745,-0.16575646544215594,-6.434349632225552,-4.722523141665574,0.10018393902981661,0.6239827482391289,9.920366280432791,2.923267237049692,-6.167951255611538
Neifi Martinez,LoA,NOR,2B,100,19,66,87,43,15,13,20,35,65,78,66,45,44,42,0,$27K  26250,Norfolk Owls,6876,0.22055459001904892,0.2757624566716703,0.26081108118174,390.22545071318746,753.9268991518766,0.8231450000000003,35.5029587702525,48.23018686529083,-157.45804057206286,2.5854067948978896,-0.7118416832135699,-0.12557281055659417,0.0,0.09919551066530875,0.5365735378534103,13.007515023772916,1.2927415966253029,-14.180908586858848
P.J. Thurman,AA,NOR,1B,100,21,78,97,55,90,39,24,42,53,28,48,43,43,42,16,$38K  37500,Norfolk Owls,6876,0.23550282136032902,0.29040337185521925,0.45311858950575157,488.5921291420236,957.1604396030307,0.8939516666666667,82.37160042643568,82.60054565167384,-17.165159474094825,-5.654450963304668,-0.4698181255330052,-0.1360863256179509,0.0,0.09950078903756111,0.7435219613609708,16.28640430473412,-8.206108021287987,-1.4992876189220152
P.T. Hamilton,AA,NOR,2B,100,26,75,55,23,0,16,40,52,69,48,85,73,62,69,7,$55K  54500,Norfolk Owls,6876,0.22482199303862524,0.28627327145881304,0.20960553895538733,393.50253258179873,800.5396674983203,0.8909024999999998,29.235303146699643,35.299214826643,-110.92802794035968,-3.9484762209381996,0.5937712530979061,1.48527656096524,0.0,0.09894730865897618,0.49587881041420034,13.116751086059956,1.3726674682755835,-9.968286769508616
Paul Park,AAA,NOR,CF,100,26,91,98,35,5,40,53,30,57,79,80,72,60,70,0,$55K  54500,Norfolk Owls,6876,0.23490612160683833,0.2799889485651166,0.24659914752383083,510.1199785526842,1028.8804861921817,0.7313749999999998,37.104559659077985,51.43901619087108,-131.96729565011066,2.0341147431080455,0.910160342620271,0.9038404074465556,0.0,0.09880626410420991,0.5265880960889474,17.003999285089474,1.7641983645270607,-11.113190972581473
Pedro Rijo,LoA,NOR,1B,100,19,56,81,37,47,34,26,41,17,51,34,28,27,19,2,$27K  26250,Norfolk Owls,6876,0.23385051047068528,0.29141233605795064,0.36013591539780154,378.78239449393004,706.5751595729962,0.5649449999999999,61.04915455827044,69.80730706293241,-56.530673985225896,-3.556652790500374,-0.34597950283565976,0.8084497861983564,-0.2799514141463632,0.09896406906017109,0.6515482514557522,12.626079816464335,-6.0577431376285675,-5.312681200283759
Placido Cervantes,LoA,NOR,1B,100,21,77,58,0,67,33,25,65,15,46,30,23,25,21,0,$27K  26250,Norfolk Owls,6876,0.22839387135829753,0.29926375840352004,0.4000479230377624,435.11303629912436,826.1900861673057,0.5432199999999999,71.2065223984469,78.47860704561155,-25.816092851261626,-3.673024034731665,-16.66040977989509,-10.759578832184621,-2.539872557460008,0.09877642395411858,0.6993116814412824,14.503767876637479,-7.083248338197065,-3.3087430597693372
Radley Llanos,AA,NOR,DH,100,21,55,48,55,67,42,83,90,39,31,4,19,57,59,22,$38K  37500,Norfolk Owls,6876,0.280537789147444,0.36536736387882873,0.4652627568179015,440.3154224194586,734.547572741285,0.5626200000000001,113.26426081795266,100.8676893067498,54.26760610605064,-3.8832896501174035,-0.00909027819867871,-3.3515896147214006,-2.7450010297451626,0.09919665342721164,0.8306301206967303,14.677180747315289,-8.816586092573724,5.331103666852672
Rafael Guerrero,HiA,NOR,2B,100,21,70,69,41,32,11,21,34,58,97,77,70,61,65,2,$27K  26250,Norfolk Owls,6876,0.21583716482892062,0.26852879933219487,0.29892836490876856,417.3988103866577,809.6102753728628,0.8717863333333331,43.01603511260377,59.15193233274109,-119.70751008469045,4.583122050836487,-0.8435234588055905,0.621938144714077,0.0,0.09855616981047678,0.5674571642409634,13.913293679555256,1.388220636784744,-9.998435651802067
Rafael Tavarez,AAA,NOR,SS,100,24,86,88,21,30,13,21,30,80,44,83,75,91,84,8,$55K  54500,Norfolk Owls,6876,0.20715439665304738,0.2540913789885345,0.2548283201964737,424.79541285708547,895.634906405583,0.8092749999999996,28.138996515183443,39.380195747847786,-164.6690314564061,-4.051529377429175,-0.6220204559295183,0.16287275633979695,0.0,0.10001517400786288,0.5089196991850082,14.159847095236183,4.607175444473164,-15.097360946974877
Rey Smith,ML,NOR,CF,100,29,80,86,45,26,42,36,79,80,87,89,72,48,59,7,$360K  360000,Norfolk Owls,6876,0.23933783654247004,0.31845625029852986,0.30803771804835584,508.3162631057203,957.591066615656,0.9190199999999994,61.976969895761194,77.66845864144202,-61.12790734196012,6.6951652275173625,3.33345131921175,2.9997307982587422,0.0,0.09875148525287404,0.6264939683468858,16.943875436857343,1.6419599907675857,-3.310658035318294
Ricardo Gomez,LoA,NOR,CF,100,19,62,66,29,17,35,11,29,48,93,80,65,47,51,0,$27K  26250,Norfolk Owls,6876,0.21242967609625127,0.2618489989717162,0.2584883902015902,368.94690643716604,719.049876216799,0.8590000000000001,31.0357202726232,57.34439164577768,-162.79757250036812,3.577657830464282,-1.1728860926243017,2.235992513944133,0.0,0.09836351148959256,0.5203373891733064,12.2982302145722,1.2329387452277074,-14.458564464375089
Rich Osborne,AA,NOR,1B,100,27,83,100,34,82,43,28,87,37,25,32,37,32,30,8,$55K  54500,Norfolk Owls,6876,0.24330600713142075,0.32734390904417887,0.442656301855081,521.7950893919915,989.2293666452169,0.5822599999999999,90.54292139788645,81.4251834785378,45.36515517613597,-6.541698785960695,-0.8971647029801316,-0.8297777478964579,0.0,0.09938101711275994,0.7700002108992599,17.393169646399716,-8.481047382074905,4.727623074852405
Roger Bush,AA,NOR,RF,100,23,93,77,45,52,22,28,31,39,49,60,50,64,42,10,$38K  37500,Norfolk Owls,6876,0.22948528364561313,0.2792936031885081,0.3537377878339617,495.1124001722783,992.758567487821,0.8967200000000001,57.125049673770754,62.77440688834294,-78.61197206821423,-4.568625144099697,0.048347775732874534,-0.6435513431293965,0.0,0.09958435106790166,0.6330313910224699,16.503746672409278,-5.10678275456698,-7.299916486259427
Roger Knowles,AAA,NOR,C,100,30,72,59,66,60,41,44,80,24,9,10,22,58,59,59,$59K  59000,Norfolk Owls,6876,0.25926125426814134,0.34121827243167385,0.4020930636782961,435.71741477493197,826.192587306723,0.9117799999999996,89.9022250180647,84.99431019904308,16.278168717851837,-4.599903574611275,-0.09159800924537646,-2.2393517299771544,-2.4029139394243377,0.09906929689867429,0.7433113361099699,14.523913825831066,4.249961868861744,2.843559436460674
Roy Richardson,RL,NOR,CF,100,24,72,91,29,14,15,5,13,55,64,66,59,54,55,5,$27K  26250,Norfolk Owls,6876,0.2020349812589386,0.24172640551379815,0.22296994571694131,368.0792077332735,776.8749161232263,0.7664899999999999,15.47996475465383,34.34164962143817,-192.0931912831486,-1.4683131337745043,-2.4822114113376093,-1.766774436878911,0.4146522822080553,0.09913560885587248,0.4646963512307395,12.269306924442452,1.3320900482222673,-18.316203614408142
Russ Hill,AA,NOR,3B,100,25,89,68,50,46,38,19,26,43,30,63,64,69,65,3,$38K  37500,Norfolk Owls,6876,0.22529417621669806,0.27083142014591816,0.32295978709712747,469.5209201686084,958.0591167565435,0.9306399999999998,48.814167123921415,53.47968503931885,-109.59787239265147,-5.407731815529205,-1.8338255694703924,-2.3158795481130685,0.0,0.09893070781953174,0.5937912072430456,15.650697338953615,1.6427625458788468,-10.081797659274825
Sal Jay,RL,NOR,1B,100,24,74,80,6,72,34,26,32,18,32,43,32,42,37,8,$27K  26250,Norfolk Owls,6876,0.22046074172389,0.2682306169361081,0.39405687837646763,410.1458410574123,828.9822526220232,0.7270599999999997,60.861391930543085,69.25929701292708,-61.044122175853154,-3.5878202068604472,-4.39263487562917,-2.882429245986608,0.0,0.09925813666603535,0.6622874953125757,13.671528035247078,-7.107186665140802,-6.143137179071469
Sammy Kozlowski,HiA,NOR,3B,100,24,86,55,49,52,54,39,41,54,58,68,63,72,66,3,$55K  54500,Norfolk Owls,6876,0.2421179613419024,0.29535621591655353,0.3728081713570097,503.5194518789649,962.1442220248282,0.9727379999999993,69.51107654801358,68.90264317411918,-55.41738406368333,-2.997643291415727,0.16182146896138608,0.6269584182818054,0.0,0.09892555322556763,0.6681643872735632,16.78398172929883,1.6497671845418864,-3.9665113448591924
Shannon Thomore,AA,NOR,C,100,22,70,81,42,39,32,26,50,4,20,10,14,53,46,43,$38K  37500,Norfolk Owls,6876,0.23542504428877672,0.2999845538904841,0.32389155403196623,378.59880215022713,756.1695750746876,0.5989599999999999,57.13287493958391,69.48380743276559,-37.32218747363609,-5.45171919007765,-1.1029705737217257,-2.9635187332962727,-2.6285929765458267,0.09922260136926088,0.6238761079224504,12.619960071674237,3.889761188655801,-2.945852449607657
Stuart Barker,HiA,NOR,CF,100,24,81,60,17,9,21,17,16,48,79,73,49,46,41,8,$27K  26250,Norfolk Owls,6876,0.21005557961251817,0.251164018383968,0.2306652962839424,391.6609665164724,810.2660065051168,0.8047299999999994,20.501676435750177,39.09867498956866,-196.1234644519649,1.124853939756356,-2.9039577452962053,-2.8258250624447925,0.8293045644161104,0.09886904704006629,0.4818293146679104,13.05536555054908,1.389345004295468,-18.48279323041435
Terrell Hogan,HiA,NOR,2B,100,24,68,88,44,14,65,56,52,61,84,71,65,51,51,15,$54K  53750,Norfolk Owls,6876,0.2518272726778539,0.31109719415855897,0.29877383183323875,465.6325198598206,869.4322697818279,0.9358200000000003,58.42256518173284,74.30389873649516,-62.748976598390016,3.6066685912147447,0.3852364804702726,0.5826869576648639,0.0,0.09914074345550507,0.6098710259917977,15.521083995327354,1.490796073014108,-4.1875856541000225
